Name,Supplier ID,Phone,Address,Email Address,Group
Techno-Mak,30131,,,,30
Unicon Limited,30132,,,Unicon@uniconqatar.com,30
United Interior Engineering,30133,,,,30
United Precast Concrete Co,30134,,,upc@upcqatar.com,30
Video Home & Electronic Centre,30135,+974 4401 1777,P.O. Box: 4668,vdohmqat@qatar.net.qa,30
Watertech United,30136,+974 4444 1454,P.O. Box: 47320,info@watertechunited.com,30
Qatar Precast,30137,,,,30
SBK Elevators and Escalators,30138,,,,30
Al Gori Trading and contracting co.,30139,,,Info@algoriqa.com,30
Al Futtaim Elevators and Escalators,30140,+974 4407 2000,P.O. Box: 22132,roshan.hewage@alfuttaim.com,30
Qatar Gas Group,30141,+974 4458 0855,P.O. Box: 14926,qgg@taqaqgg.com,30
Techno Light,30142,,,,30
Al Emadi Stones,30143,+974 4466 6625,P.O. Box: 3890,sundar@alemadistones.com,30
Marble and Granite Center,30144,,,,30
Qasr Al- Andalus,30145,,,,30
Gulf SwitchGears,30146,+974 4450 2467,P.O. Box: 40467,thaha@gulfswitchgears.com,30
Rock Trading & Contracting,30147,,,,30
Sano Foundation & Heavy Equipment W.L.L.,30148,,,,30
Arab Dewatering & Survey Services,30149,,,arbdewatering@gmail.com.,30
Kirby Building System,30150,,,kirbyqtr@qatar.net.qa,30
Optimer Trading & Contracting,30151,,,optimerqatar@email.Com,30
Oceanus International,30152,,,info@occeanusqatar.com,30
Sher Dil Khan,30153,,,,30
International Towers Tradg. & Contrg.,30154,,,mail,30
Ambali Group Tradg. & Contracting Co.,30155,,,,30
Excel Metal Industries,30156,+974 4432 1111,P.O Box:106,info@excelqatar.com,30
Gulf Concrete Product -Hollow Core Slabe,30157,,,qcpqatar@yahoo.com,30
Modern Construction & Trading Co.,30158,,,mctc2002@gmail.com,30
Derbas Decor & General Maintenance,30159,,,derbasdecore@gmail.com,30
International Center For Urban Development,30160,+974 3348 5626,P.O. Box:,icudqatar@outlook.com,30
Global Strategic Trading & Contraction - GSTC,30161,,,info@gstcqatar.com,30
Saving Project Services,30162,,,qatarsps@gmail.com,30
Ajmal Khan,30163,,,,30
Tadmur Roofs & Pools,30164,+974 4466 4850,P.O. Box: 6218,info@tadmur-roofsandpools.com,30
Qatar Mega Building Trading & Contracting,30165,+974 4436 3666,P.O. Box: 93146,info@qatarmegabuilding.com,30
Halco International,30166,+974 4467 2512,P.O. Box: 40507,info@halcointl.com,30
MultiTeck Trading & Contracting Co.,30167,,,sales@multigroupworld.com,30
RATTAN HOUSE,30168,+ 974 4469 9858,P.O Box 40247,doha@rattan-house.com,30
Marriage Qatar,30169,+974 5556 4008,P.O. Box: 7570,-,30
Sea Gulf For Equipment Company W.L.L,30170,+974 4471 5668,P.O. Box: 20961,info@seagulfequipment.com,30
IBA Aluminium,30171,+974 4460 0258,P.O. Box: 15,aluminium@iba.com.qa,30
Ismail Bin Ali Furniture Industry WLL,30172,+974 4460 0511,P.O. Box: 15,interiors@iba.com.qa,30
Al Hazem Stainless Steel,30173,+974 3350 2211,P.O. Box: 200174,ayman-sa3ed@hotmail.com,30
NIMBUS Trading & Contracting,30174,,,,30
SMEET Precast W.L.L,30175,+974 4459 2155,P.O. Box: 32535,info@smeet.com.qa,30
Aljabor Trading,30176,+974 4432 8500,P.O. Box: 295,augustian.francis@aljabortrading.com,30
International District Design & Contracting (IDDC),30177,,,,30
Chainlink Qatar,30178,+974 4005 9922,P.O. Box: 40125,chainlink@chainlinkqatar.com,30
ASMA,30179,,,,30
VISIOQ For Security Solutions,30180,+974 4498 0715,P.O. Box: 4140,info@visioq.qa,30
Qatar Asphalt,30181,,,info@qasphalt,30
Mazallti Trading,30182,+974 4478 1784,P.O. Box: 93659,mazallti@yahoo.com,30
Doha Kwik Span For Metal Works,30183,,,,30
IBA Agriculture,30184,+974 3300 0601,P.O. Box: 15,mustafadairy@gmail.com,30
Roots Qatar,30186,,,enquiry@rootsqatar.com,30
Heritage Furniture & Intetior,30187,,,,30
PALM Shading Systems & Accessories W.L.L,30188,+974 6696 8878,P.O. Box: 16628,info@palm.qa,30
Umme Lakhba Contracting And Trading,30189,,,,30
Al - Rafidain Co.,30190,+974 4480 7797,P.O. Box: 831,info@rafcoqatar.com,30
QMI Bulding Metal Product Manufct.,30191,,,,30
Servtech International,30192,+974 4450 0177,P.O Box: 22570,mail-qatar@servtech-co.com,30
Techno Blue W.L.L,30193,+974 4423 3600,P.O. Box: 55572,info@techno-blue.com,30
Gulf Tarmeem Trading & Contracting Co.,30194,,,gulftarmeem@gmail.com,30
Britannic Water Treatment Co.,30195,+974 4460 1639,P.O Box: 21919,gilberdaniel@britannicwater.com,30
Al - Laytani Trading & Contracting,30196,,,,30
Al Rayyan Swimming Pools,30198,,,info@alrayyanpools.com,30
Hadara Doha for General Contracting,30199,+974 4472 9221,P.O. Box: 1334,ob30357@gmail.com,30
Arabian Trad. and Contractor of Elevators,30200,+974 4436 4225,P.O. Box: 22543,info@acco-qat.com,30
Waves Trading & Con W.L.L,30201,,,infowaves.doha@gmail.com,30
Zeus Trading & Contracting Co. W.L.L,30202,,,info@zeusqatar.com,30
Arab Dewatering Survey and Services,30203,+974 4444 0430,P.O. Box: 203277,arabdewater@gmail.com,30
Adax Security Systems,30204,+974 4468 5049,P.O. Box: 31034,info@adaxbs.com,30
New Ways Trading and Contracting,30205,,,info@new-ways.com,30
Marble Stone for Marble & Granite Trading Co.,30206,,,info@marblestone-intl.com,30
Al Nodra for Trading and Decor,30207,,,,30
Specialized Aluminium and Steel Co. W.L.L,30208,+974 4469 4747,P.O. Box: 17750,sales.salwa@sasconet.com,30
Palmyra Trading & Indurstrial,30209,,,procurement@palmyraqatar.com,30
Contra International Doha W.L.L,30210,+974 4442 9459,P.O Box: 24376,mauriceb@contraintl.com,30
Customer GRC Aluminium&Building Material Trading,30211,,,customergrc01@gmail.com,30
Steel Master Limited Trading Co. W.L.L,30213,+974 4041 6241,P.O. Box: 201184,info@steelmaster.qa,30
Carawan Water Proofing & Projects Co. W.L.L,30214,+974 4431 5930,P.O. Box: 37173,carawan_wpp@yahoo.com,30
Abdul Hamid Abdul Rahim Al Emadi Trading Company,30215,+974 4442 3312,P.O. Box: 558,olena_ii@yahoo.com,30
Al Watan Aluminium and Glass,30216,,,,30
Haddadco Wrought Iron and Cast Aluminium,30217,,,haddadco_sales@hotmail.com,30
Top for Construction Services Trading Steel Build,30218,,,,30
Blue House,30219,+974 4468 6453,P.O. Box: 90123,bluehouse.lutfe@hotmail.com,30
Khalid Plastic Industries Complex W.L.L,30220,,,info@kpic.qa,30
Otto Trading Center,30221,,,,30
Options Sign,30222,+974 4442 2474,P.O. Box: 33085,info@optionsqatar.com,30
Art Avenue,30223,,,alsiddiqi@artavenue.qa,30
Alaman Design,30224,+974 5554 9478,P.O. Box: 6973,amaandecoration@yahoo.com,30
Qatar Pest Control Company,30225,+974 4422 2888,P.O. Box: 6319,qatarpest@qatar.net.qa,30
Sun Span Qatar,30226,,,info@sunspan-qatar.com,30
Qatari Engineer Trading and Contracting Co. W.L.L,30227,,,,30
Visual Projects,30228,+974 4432 3409,P.O. Box: 201679,info@visualprojects.com.qa,30
Sedar Qatar L.L.C,30229,+974 4469 4442,P.O. Box: 24670,sedar.qatar@sedarglobal.com,30
Al Emadi Trading and Contracting Co.,30230,+974 4458 3751,P.O. Box: 24801,alemadi@alemaditcc.com,30
Khazanah Wardrobes and Kitchens,30231,,,khazanah@khazanah.me,30
Bayan Kitchen Equipment,30232,+974 4460 4838,P.O. Box: 22102,info@bayan-qatar.com,30
Total Flooring Solutions W.L.L,30233,+974 4443 3287,P.O. Box: 22362,info@tfsqatar.com,30
Gulf Furniture W.L.L,30234,+974 4441 6600,P.O. Box: 988,gulffurniture.salwa@gmail.com,30
Hexa Tech International Trading and Contracting,30235,,,hexatech@qatar.net.qa,30
Arabian Gulf Melco Elevator Doha W.L.L,30236,+974 4409 6000,P.O. Box: 6320,qatar@arabiangulfmelco.com,30
Green Life Contracting&Agriculture&Decoration,30237,,,green.life.qa@gmail.com,30
Al Shaikh Int. Trading and Contracting,30238,,,,30
Emerald Qatar Trading & Contracting Services,30239,+974 4435 2768,P.O. BOX: 187,info@emeraldqatar.com,30
Build Tech Trading and Building Materials Co.,30240,+974 4477 5242,P.O. BOx: 17426,info@buildtechqatar.com,30
Gulf Star W.L.L,30241,+974 4450 4494,P.O. Box: 7355,info@gulfstargrc.com.qa,30
Digital Energy Switchgears W.L.L,30242,+974 4472 3991,P.O. Box: 30237,sales.swgr@digitalenergy-group.com,30
Sign Inn Trading and Contracting Co.,30243,,,info@sitcoqa.com,30
Quiet Night Trading and Contracting W.L.L,30244,,,quitenightq@gmail.com,30
Ahamed Jasim Trading & Contracting W.L.L,30245,+974 5502 2476,P.O. Box: 80363,ahamedjasim55@gmail.com,30
National Mattress Factory,30246,+974 4029 2924,P.O Box: 5,sales@aljameel.com.qa,30
Al Noor Advertising,30247,+974 4418 1814,P.O. Box: 7448,alnooradvertising14@gmail.com,30
Bluribbon Design Atelier,30248,,,bluribbon.da@gmail.com,30
Bosphorus International Trading and Services W.L.L,30249,,,,30
Hormann,30250,,,,30
Amaco United Group,30251,,,info@amcoqatar.com,30
National Furniture and Decoration Factory W.L.L,30252,+974 4450 3340,P.O. Box: 41182,nffqatar@hotmail.com,30
AlMasaken Security Systems,30253,+974 4481 1654,P.O. Box: 13559,maissa@almasaken-security.com.qa,30
Venue Decoration,30254,,,,30
Ertibat Engineering Co. W.L.L,30255,,,s.kakroo@eecqatar.com,30
Prime Food and Technologies L.L.C,30256,+974 4001 1179,P.O. Box: 40916,info@primefoodtech.qa,30
Al Andalus Furniture,30257,+974 4441 1188,P.O. Box: 5259,alandalusfur@qatar.net.qa,30
Al Emtiaz Golden Contracting,30258,,,,30
Puro Cleaning Services,30259,,,info@puroqatar.com,30
Qatar Intercare Technical Services,30260,+974 4469 4951,P.O. Box: 18442,sales@qatarintercare.com,30
Barq Group,30261,+974 4498 0563,P.O. Box: 20917,info@barqgroup.com,30
OSIS Group,30262,,,,30
White Aluminium International,30263,+974 4432 5903,P.O. Box: 3551,bredi@bredi.net,30
Galaxy Stainless Steel Works Co. W.L.L,30264,+974 4460 3279,P.O. Box: 41025,info@galaxydoha.com,30
Qatar International Trading & Contracting Co.,30265,+974 5581 4897,P.O. Box: 91552,alamaandesign@gmail.com,30
United Technical Services Co. W.L.L,30266,+974 4005 4014,P.O. Box: 63858,,30
Total Trading and Contracting,30267,+974 4437 4547,P.O. Box: 12784,info@total-qatar.com,30
Karmah Trading and Services W.L.L,30268,+974 4450 5001,P.O. Box: 10672,karmah@kts-qatar.com,30
Mahmoud Biddawi,30269,,,,30
Techno Qatar Limited Trading and Contracting,30270,+974 4441 0017,P.O. Box: 24545,info@technoqatar.com,30
Voltage Engineering LTD. Co.,30271,+974 4000 9200,P.O. Box: 6743,voltage@velqatar.com,30
Consol Construction & Trading,30272,+974 4483 2360,P.O. Box: 5392,info@consol-ct.com,30
Fender Trading and Contracting,30273,+974 4469 4039,,,30
Metal Trading and Contracting,30274,+974 4436 3666,P.O. Box: 93146,info@metalqa.com,30
Universal Design Center,30275,+974 4444 6066,P.O. Box: 19406,info@udcqtr.com,30
Desert Sun Trading & Contracting W.L.L,30276,+974 4017 1089,P.O. Box: 201855,info@desertsunqatar.com,30
M2 Contracting and Waterproofing W.L.L,30277,+974 4429 2379,P.O. Box: 27774,info@m2qatar.com,30
Dere Trading and Construction,30278,+974 4411 9293,P.O. Box: 22296,paul@dereconstruction.net,30
Buzwair Advanced Technologies,30279,+974 4462 1513,P.O. Box: 319,info@batgulf.com,30
Falcon Kitchen Equipment Company W.L.L,30280,+974 4450 9991,P.O. Box: 9399,sales1@fttcqatar.com,30
A2Z Trading & Contracting,30281,+974 4427 1427,P.O. Box: 3972,info@a2zqa.com,30
Salam Petroleum Services,30282,+974 4468 9622,P.O. Box: 22084,sales@salam-petrol.com,30
Cretec Contracting & Trading W.L.L,30283,+974 5594 4845,,info@cretecqa.com,30
Pistoia Trading,30284,+974 4404 7759,P.O. Box: 4273,info@pistoiatrading.com,30
Top Design Decor & Furrniture Co. W.L.L,30285,+974 4469 3834,"Building. 198, Street 340, Zone 55",topqtr@gmail.com,30
Spectra Arts W.L.L,30286,+974 4458 1112,P.O. Box: 139,info@spectraarts.com,30
Power Gas W.L.L,30287,+974 4417 3410,P.O. Box: 201890,info@powergas.qa,30
Al Deeb Contracting & Transportation & Trading,30288,+974 4477 1334,P.O. Box: 70433,info@aldeeb-ct.com,30
Metri Engineering Services W.L.L,30289,+974 4487 6142,P.O. Box:19962,mes@mes.qa,30
Clic Qatar Trading Company W.L.L,30290,+974 4450 3670,P.O. Box: 23599,salesqatar@clicq8.com,30
Safeguard Trading & Contracting Co.,30291,+974 4443 6027,P.O. Box: 23738,info@safeguardgroup-qa.com,30
Al Qayed International Tents,30292,+974 4466 6656,P.O. Box: 13793,info@qayedtents.com,30
Deco Project Trading,30293,+974 4450 2162,P.O. Box: 39244,info@decoprojectme.com,30
Eiak Group Trading and Contracting,30294,+974 4455 4557,P.O. Box:22881,gm@future-soil.com,30
Jersey Engineering & Trading Company,30295,+974 4499 5077,P.O. Box: 7922,info@jerseygroup.com,30
Doha Bay Aluminium,30296,+974 4416 6384,P.O. Box: 23184,dohabayaluminium@gmail.com,30
Etihad Steel Factory,30297,+974 4483 0802,P.O. Box: 200614,sales@etihadsteel.qa,30
Door Technology for Automatic Doors,30298,+974 70717578,P.O.Box: 17473,d.tec.qa@gmail.com,30
Aalco Group - Al Ajjaj Limited Co.,30299,+974 4000 6611,P.O. Box: 24390,aalco@aalcoqatar.com,30
Look Security Services,30300,+974 4443 6711,PO.Box: 60604,info@looktechno.com,30
Sahayeb Trading & Contracting Co. W.L.L,30301,+974 4431 4062,P.O. Box: 19412,stcroads@yahoo.com,30
Al Rabeh Transport,30302,+974 3347 3438,P.O. Box:,alrabehtrans@hotmail.com,30
Mizpah Trading & Contracting WLL,30303,+974 7720 9630,P.O. Box: 203082,contact@mizpahdrills.com,30
Spick & Span Cleaning Services W.L.L,30304,+974 4427 7244,P.O. Box: 40180,info@spicknspan.qa,30
Tadmur Trading and Contracting WLL,30305,+974 4433 7000,PO.Box: 37493,general@tadmur-trading.com,30
Ashmoun Trading & Contracting,30306,+974 5578 7138,P.O. Box: 90246,nazih@ashmoun.com,30
White Stip Contracting,30307,+974 3388 4750,P.O. Box: 15970,whitestip.qatar@gmail.com,30
Al Reeha Trading & Contracting,30308,+974 4411 9724,P.O. Box: 5346,alreeha.mep@gmail.com,30
Planet Trading & Transportation W.L.L,30309,+974 4498 7849,P.O. Box: 8359,sales@planetengg.com,30
Signmax Trading W.L.L,30310,+974 4442 1984,P.O. Box: 10836,info@signmaxqatar.com,30
Manycon Trading & Contracting,30311,+974 7733 3551,P.O. Box: 1424,admin@manyconqatar.com,30
Qatar Metal Craft W.L.L,30312,+974 4443 7172,P.O. Box: 15603,qatarcraft@gmail.com,30
Sawakin Maintenance & Cleaning Company,30313,+974 6640 8972,P.O. Box: 45106,sawakinmc@gmail.com,30
Comet Group Qatar,30314,+974 4431 4761,P.O. Box: 21492,info@cometgroup.com.qa,30
Qatar Technology Networks,30315,+974 4417 6563,P.O. Box: 21886,info@qtechnoworks.com,30
Solutions for Control and Automation W.L.L,30316,+974 4038 6772,P.O. Box: 37240,ajeet.nair@scaqatar.com,30
Al Badi Trading & Contracting Co. LTD.,30317,+974 4432 0715,P.O. Box: 3915,info@albadidoha@com,30
Aqua Proof Trading & Cotracting Co.,30318,+974 4443 5452,P.O. Box: 4915,makram@aquaproof-qatar.com,30
NSCC International Doha (LLC),30319,+974 4435 0801,P.O. Box: 14790,qatar@nsccme.com,30
Sports Gate W.L.L,30320,+974 4402 6237,P.O. Box: 75,support.technogym@alibinali.com,30
Qatar Oxygen Co. W.L.L,30321,+974 4411 4603,P.O. Box: 22386,osama@qocdoha.com,30
Creative Display W.L.L,30322,+974 4436 0019,P.O.Box: 23392,ansab@creative-display.com,30
Diamond Builders Trading & Contracting W.L.L,30323,+974 4007 1774,P.O. Box: 32104,ismail@dbqatar.net,30
National Waterproofing & Restoration W.L.L,30324,+974 4455 1458,P.O. Box: 23856,nwr@nwr-gulf.com,30
Al Lira Al Zahabiya Trading Contracting,30325,+974 3001 0991,P.O. Box: 5541,feras@allira-z.com,30
Fajr Al Gazyra Trading & Contracting Co. W.L.L,30326,+974 4476 1637,P.O Box: 8978,mahmoud.eg983@yahoo.com,30
Al Mekhlafi Trading & Contracting Co. W.L.L,30327,+974 4487 3541,P. O. Box: 3693,sojan.mekhlafi@gmail.com,30
Dhub,30328,+974 4442 0886,P. O. Box: 12346,info@dhub-co.com,30
Tissno Trading and Contracting Co,30329,+974 4467 6951,P. O. Box: 201440,info@tissnoqatar.com,30
Span Qatar,30330,+974 4037 1844,P.O. Box: 51,qatar@span-group.com,30
Intercare Hygiene,30331,+974 4432 6661,P.O.Box: 8829,floorcare@intercarehygiene.com,30
Al Tayeb Trading Establishment,30332,+974 4451 3207,P.O. Box: 1985,yahya@altayebest.com,30
EPCAR Trading & Contracting Engineering Co.,30333,+974 4472 1367,P.O. Box: 60745,epcarengg@epcar1.com.qa,30
Abdul Hamid Abul Ali,30334,+974 5569 9005,P.O. Box:,-,30
Floranza International Nursery W.L.L,30335,+974 4458 3438,P.O. Box: 31276,floranzaqatar@gmail.com,30
Bristol Trading & Contracting,30336,+974 4416 9650,P.O Box: 11397,asfur.bristol@gmail.com,30
Al Hussaini Aluminium,30337,+974 4435 0589,P.O Box: 14316,mail@alhussainialuminium.qa,30
National Industrial Gas Plants,30338,+974 4441 1351,P.O Box 1391,nigp@qatar.net.qa,30
Creative Vision Trading and Decoration,30339,+974 4037 1117,P.O Box: 60911,admin@creativevisionglobal.com,30
Oceans Seven Trading and Contracting,30340,+974 4404 7720,P.O Box: 158715,home@oceans7.net,30
Pure Technology,30341,+974 55201030,P.O Box: 82499,puresoundsys@gmail.com,30
Zenith Technical Services,30342,+974 4431 6274,P.O Box: 202403,george@zenithgulf.com,30
Smart Links,30343,+974 44836100,P.O. Box: 31492,info@smarlinksqa.com,30
SUBHADRAM Trading & General Contracting,30344,+974 6642 2252,P.O Box 30830,sales@subhadram.com,30
Al Amaan Interior Decoration,30345,+974 7782 6639,P.O Box: 6973,amaandecoration@yahoo.com,30
Siemens,30346,+974 4456 0222,P.O Box: 21757,khalil.gouia@siemens.com,30
Target Metal Industries,30347,+974 4492 9905,P.O Box: 12438,info@targetmetals.net,30
Al Mazrouei - ICAS W.L.L,30348,+974 4441 9459,P.O Box: 22652,icasqatar@mazrouicas.ae,30
First Engineer For Technology Solutions,30349,+974 4016 4131,P.O Box: 207362,info@first-eng.com,30
The Dive Center WLL - PDCQATAR MARINE,30350,+974 4493 1140,P.O Box 11538,info@pdcqatar.com,30
Art Glass,30351,+974 4460 3079,P.O Box 15,info@artglass.com.qa,30
Al-Ta'adhod for Projects,30352,+974 3333 1787,Maamoura Plaza,foam@-altaadhod.com,30
Debonche,30353,+974 4437 7413,P.O Box: 96535,info@debonchewll.com,30
Cisterna Trading and Contracting,30354,+974 4487 3850,P.O Box: 17175,mohdzeli@gmail.com,30
Qatar Trading Company,30355,+974 4425 650,P.O. Box: 51,kithshantha.herath@qtc-qatar.com,30
Saad Al Kaabi Steel & Aluminium Co.,30356,+974 4498 1826,P.O. Box: 41094,sales7@saadalkaabisteel.com,30
Castello Cast Aluminium,30357,+974 4476 9497,P.O Box: 44245,info@castello-alu.com,30
Desert Line Projects,30358,+974 4414 5104,P.O. Box: 22962,info@desertlinejoinery.com,30
Decoration World,30359,+974 4450 1501,P.O. Box 45235,-,30
Kangli Stone Co. Ltd. Nanan Shuitou,30360,+974 4436 6902,P.O. Box: 24830,hao.kanglistone@gmail.com,30
Grace Qatar Trading & Contracting W.L.L.,30361,+974 4016 4505,P.O. Box: 203188,info@graceqatar.com,30
Four Power Trading & Contracting W.L.L.,30362,+974 5507 8085,-,fourpowerqatar@gmail.com,30
International Glass Co. W.L.L.,30363,+974 4432 6972,P.O. Box: 4520,-,30
Concreters Restoration Buildings W.L.L.,30364,+974 4429 4897,P.O. Box: 27774,info@constructrb.com,30
Metalco Fire Rated Doors & Windows,30365,+974 4444 9975,P.O. Box: 37294,gm@metalcoqatar.com,30
United International Trading & Contracting Co.,30366,+974 4435 5600,P.O. Box: 22158,projects@united-international.com,30
2M Trading & Contracting Co.,30367,+974 4451 4863,P.O. Box: 82893,mustafa.2mq8@gmail.com,30
Informatica Qatar,30368,+974 4431 3597,P.O. Box: 23604,m.aldeeb@i-q.com,30
Marsh Harrier Trading & Contracting WLL,30369,+974 5571 7161,P.O. Box: 19,mhtradingwll@gmail.com,30
Advanced Materials Company - Qatar L.L.C.,30370,+974 4411 6640,P.O. Box: 55177,info.qatar@amc-protection.net,30
Flora Landscape for Agricultural Services L.L.C.,30371,+974 4448 0922,P.O. Box: 14997,o.ballah@flora-landscape.com,30
UTSCO Trading & Contracting,30372,+974 5502 6968,P.O. Box: 10464,info@utsco.qa,30
Desert Line Carpentry & Furniture Workshop W.L.L.,30373,+974 4487 2612,P.O. Box: 22962,info@desertlinecarpentry.com,30
Phoenix Contracting & Trading Co.,30374,+974 4475 6278,P.O. Box: 30969,service@mideaqatar.com,30
Rise & Shine Trading & Cont. Co.,30375,+974 4412 0038,P.O. Box: 30806,amir@rnsworld.com,30
German Quality UPVC for Windows & Doors,30376,+974 4432 7317,P.O. Box: 55744,muhsen@gq-upvc.com,30
Lausanne Security & Safety WLL,30377,+974 4416 5827,P.O. Box: 14666,sales.manager@lausannesecurity.com,30
British Aluminium LLC,30378,+974 4488 7159,P.O. Box: 3286,faizal@british-aluminium.com,10
Granity Marble & Granite W.L.L.,30379,+974 4418 5423,P.O. Box: 45267,info@granity-qa.com,30
Roof Tiles Trading Contracting,30380,+974 4480 3613,P.O. Box: 201148,rooftilestc@gmail.com,30
Al Hawa Al Naqi Contracting & Services W.L.L.,30381,+974 6602 4248,P.O. Box: 2167,alhawacontracting@gmail.com,30
Al Malki Trading & Contracting Co.,30382,+974 4403 9000,P.O. Box: 40688,atc_sales@qatar.net.qa,30
ABCO AM Equipment Trading W.L.L.,30383,+974 4009 8007,P.O. Box: 301588,info@abcoam.com,30
Al Mahazem Trading,30384,+974 7064 4517,P.O. Box: 92170,mibrahim.almahazem@gmail.com,30
Domopan Qatar,30385,+974 4409 9999,P.O. Box: 24023,hisham@domoqatar.com,30
Aluminum Gulf Ray,30386,+974 4468 6003,P.O. Box: 20756,sales@agrqatar.com,30
Al Anis Trading Co. W.L.L.,30387,+974 4451 7474,P.O. Box: 2806,alaniscranes@qatar.net.qa,30
Gulf Technical Service - GTS (W.L.L),30388,+974 4456 7377,P.O. Box: 3312,accounts@gtsglobalgroup.com,30
Concrete Stone Trading and Contracting Co,30389,+974 5511 9950,P.O. Box: 35371,admin@cspainters.com,30
Skytech Elevators WLL,30390,+974 4463 1483,P.O. Box: 32163,jeff@skytech-elevators.com,30
Arabian Specialised Materials WLL,30391,+974 4421 3636,P.O. Box: 55289,mohd@asmaqatar.com,30
Future Contracting & Plumbing,30392,+974 4435 2706,P.O. Box: 45467,sayedaly992@gmail.com,30
Dream Glass Trading & Contracting W.L.L,30393,+974 5561 6474,P.O. Box: 214105,dreamglassqatar@gmail.com,30
Alfatah International Company for Contract,30394,+974 6669 1861,P.O Box: 6123,-,30
Specialists Trading & Contracting Co. (W.L.L.),30395,+974 4437 1784,P.O. Box: 23641,info@specialist-trading.com,30
Unvani Trading & Contracting W.L.L.,30396,+974 5006 9033,P.O. Box. 12929,unvanitrading@gmail.com,30
Bojamhoor Mechanical and Electrical Company W.L.L.,30397,+974 4464 9172,P.O. Box: 37269,o.sleem@bojamhoormep.com,30
Elite Sports,30398,+974 4429 3444,P.O. Box: 207415,sifan@elitesportscontracting.com,30
Engineering Supplies Company (E&I) W.L.L.,30399,+974 4442 9800,P.O. Box 5479,infoesc@escaqatar.com,30
Al-Jaber Steel Co. W.L.L.,30400,+974 4435 7546,P.O.Box 23546,aljabersteel@jsc-qa.com,30
Constreite Qatar for Construction Maintenance W.L.,30401,+974 4417 4150,P.O.Box 96917,contact@constreite-qatar.com,30
Ishfaq Heavy Equipment Machinery Co. W.L.L.,30402,+974 5544 6002,P.O. Box: 23991,ashfaqcranes1@yahoo.com,30
Firestop Middle East W.L.L.,30403,+974 5080 8400,P.O. Box: 13404,info@firestop.me.com,30
Top Glass & Stainless Steel W.L.L.,30404,+974 3337 1754,P.O. Box: 38944,diana@topglassqa.com,30
Salam Industries W.L.L.,30405,+974 4418 1857,P.O. Box: 22120,info@salamindustries.com,30
Metalex Trading & Contracting Co. W.L.L.,30406,+974 4460 2343,P.O. Box: 40710,metalex@qatar.net.qa,30
Qatar Marble & Granite Co. W.L.L.,30407,+974 4469 1515,P.O. Box: 47344,info@qatarmg.com,30
GIBCA Ltd. Co. (FZC) LLC,30408,+974 3348 9477,P.O. Box: 312,muhammad.saad@gibcaoman.com,30
HCPS - ME W.L.L.,30409,+974 4456 9661,P.O. Box: 80237,info@hcps-me.com,30
Elegancia Stones for Marble & Granite Trading WLL,30410,+974 4472 2154,P.O. Box: 50068,m.dimailig@eleganciagroup.com,30
Quality Power Busbar Trading W.L.L.,30411,+974 7070 4547,P.O. Box: 91150,hisham.khalifa@q-bars.com,30
Red Links Construction W.L.L.,30412,+974 4464 9821,P.O. Box: 80964,info@redlinks.qa,30
IMAR Trading & Contracting Co. WLL,30413,+974 4413 1770,P.O. Box: 22403,info@groupimar.com.qa,30
Metro Pools,30414,+974 4477 1588,P.O. Box: 32163,info@metro-pools.com,30
Corniche Towers Trading and Contracting,30415,+974 4447 8212,P.O. Box: 13291,info@cttc.qa,30
Specialized General Contracting,30416,+974 33339 9705,P.O. Box: 93649,specialized.sgc@gmail.com,30
Zaibullah Khan,30417,+974 5552 1397,-,zaibullah99@gmail.com,30
Concut Trading & Facility Management,30418,+974 3314 3484,P.O. Box: 30075,info@con-cut.com,30
International Eng. & Trade Group W.L.L.,30419,+974 4436 6689,P.O. Box: 22549,a.abouelezz@ietsolutions.co,30
Abir Star Trading Contracting Hospitality,30420,+974 7029 4520,P.O. Box: 6715,abiranis12345@gmail.com,30
Doha Pools & Landscape W.L.L.,30421,+974 4007 0962,P.O. Box: 854,doha.landscape@yahoo.com,30
Tab Engineering Services,30422,+974 4467 1071,P.O. Box: 37231,Ahmed.mostafa@tab-qatar.com,30
JBK Controls W.L.L.,30423,+974 4428 1000,P.O. Box: 15309,javid.asaraf@jbkcontrols.com,30
Qatari Computer System W.L.L.,30424,+974 4499 1554,P.O. Box: 9931,ameer@qsoft-corp.com,30
GRC Masters W.L.L.,30425,+974 4450 3608,P.O. Box: 15684,p.qc@grcmasters.com,30
Madi International,30426,+974 4436 3632,P.O. Box: 23412,b.romdhani@qa.madi-intl.com,30
Al Dana Switchgear,30427,+974 4039 4145,P.O. Box: 3923,hv@aldanaqatar.me,30
Elegancia Steel,30428,+974 4429 2220,P.O. Box: 201184,m.saudy@eleganciagroup.com,30
ID Studio Trading W.L.L.,30429,+974 4485 8618,P.O. Box: 22403,info@id-studio.com,30
Artec Water Technology for Trad. & Cont. W.L.L.,30430,+974 3003 0996,P.O. Box: 93411,sales@artec.com.qa,30
Al Mana Maples W.L.L.,30431,+974 4450 0685,P.O. Box: 9095,pamela.am@almanagroup.com,30
Equipt Supplier,30432,+974 5593 0943,P.O. Box: 23918,ivan@equipt.shop,30
Wood Architectural Works W.L.L.,30433,+974 4002 7436,P.O. Box: 8388,swaw@cdc-qatar.com,30
Nabina Interiors,30434,+974 4465 4659,P.O. Box: 130,devendranainwal@nabinaholding.com,30
